Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-01 00:00:00+05:30,549.3256323377072,553.5512141249203,545.2878656481055,552.37744140625,720807,0.0,0.0
2020-01-02 00:00:00+05:30,553.5511972658875,560.7816484553092,548.5744125529231,559.1383666992188,1388201,0.0,0.0
2020-01-03 00:00:00+05:30,555.4291780902025,557.9645382947416,551.4852908068209,554.7249145507812,1063950,0.0,0.0
2020-01-06 00:00:00+05:30,553.0816371674721,553.0816371674721,543.6914565704013,549.2786254882812,1218216,0.0,0.0
2020-01-07 00:00:00+05:30,549.2786956582777,567.1669805182917,547.4945381916637,558.7627563476562,4247207,0.0,0.0
2020-01-08 00:00:00+05:30,550.0299534472954,566.2280186576511,548.9500595080209,564.2091064453125,2090846,0.0,0.0
2020-01-09 00:00:00+05:30,565.2889866043705,577.4023449568573,561.7676681662203,567.6834716796875,2795225,0.0,0.0
2020-01-10 00:00:00+05:30,569.9839987839739,571.3925259638355,558.7627207884534,563.6925659179688,1921690,0.0,0.0
2020-01-13 00:00:00+05:30,567.1670261892833,568.8103081360238,554.0207706153595,555.8518676757812,2174995,0.0,0.0
2020-01-14 00:00:00+05:30,557.0255987017946,558.6219410786242,543.8793441142215,547.9640502929688,2911749,0.0,0.0
2020-01-15 00:00:00+05:30,548.3866219853472,553.5512220211681,538.8086250017459,550.0768432617188,3419279,0.0,0.0
2020-01-16 00:00:00+05:30,551.2975540796177,555.7109510164762,546.6024631495814,552.236572265625,1705322,0.0,0.0
2020-01-17 00:00:00+05:30,553.973791479388,560.9224916827922,550.17077928057,553.3164672851562,1813763,0.0,0.0
2020-01-20 00:00:00+05:30,554.0206717709572,554.8188142202962,545.1469393791212,548.949951171875,2425877,0.0,0.0
2020-01-21 00:00:00+05:30,547.2597950864676,547.2597950864676,537.3062250991903,542.4708251953125,4789489,0.0,0.0
2020-01-22 00:00:00+05:30,547.3067278426103,547.3067278426103,519.6526880619617,528.6203002929688,7453773,0.0,0.0
2020-01-23 00:00:00+05:30,525.8501621844326,530.1226832895574,507.3514932306779,509.1356506347656,4533870,0.0,0.0
2020-01-24 00:00:00+05:30,508.0088486935859,530.0757765019024,508.0088486935859,510.1685791015625,8132638,0.0,0.0
2020-01-27 00:00:00+05:30,512.1405394195665,516.5538790247409,502.37472740091687,504.4875183105469,4285510,0.0,0.0
2020-01-28 00:00:00+05:30,505.42652268758377,514.5819497125794,500.68449246033816,504.205810546875,4042406,0.0,0.0
2020-01-29 00:00:00+05:30,510.73205759961235,512.6100941308657,504.2997480921935,509.0887756347656,2182366,0.0,0.0
2020-01-30 00:00:00+05:30,508.9009452898179,517.7276823346871,506.22470892499405,510.966796875,3514667,0.0,0.0
2020-01-31 00:00:00+05:30,514.0654415225682,515.5209080334462,492.98447489537205,494.43994140625,4340034,0.0,0.0
2020-02-03 00:00:00+05:30,475.84745879175597,485.94190414352977,474.2041769903044,481.9980163574219,3012267,0.0,0.0
2020-02-04 00:00:00+05:30,485.4255076594319,493.8766721159002,483.5944105645717,490.7309265136719,2253175,0.0,0.0
2020-02-05 00:00:00+05:30,493.07847441070004,509.22960024045244,489.74497098941265,504.6753845214844,3105094,0.0,0.0
2020-02-06 00:00:00+05:30,504.29969253646647,511.95271348348643,501.06006841431935,504.11187744140625,2052126,0.0,0.0
2020-02-07 00:00:00+05:30,506.1308221371858,521.5776833663351,505.4734979185387,509.98077392578125,5702296,0.0,0.0
2020-02-10 00:00:00+05:30,535.5220136607705,544.254870572069,521.8123722570649,539.0902709960938,15352223,0.0,0.0
2020-02-11 00:00:00+05:30,539.3720115524808,549.1377652595335,535.1464301652549,541.4848022460938,5097454,0.0,0.0
2020-02-12 00:00:00+05:30,543.1750478773938,547.4475688993189,535.6629028496159,538.9025268554688,3277025,0.0,0.0
2020-02-13 00:00:00+05:30,537.1184142143628,547.3537355922983,528.5733714589289,543.456787109375,2902199,0.0,0.0
2020-02-14 00:00:00+05:30,544.2549144694887,564.7255566540183,542.8463871987983,555.5701293945312,6213486,0.0,0.0
2020-02-17 00:00:00+05:30,556.8377839417017,563.2230961397917,555.100623223962,558.7158203125,2418399,0.0,0.0
2020-02-18 00:00:00+05:30,555.8988631211555,555.8988631211555,538.9965328235528,549.5135498046875,2972328,0.0,0.0
2020-02-19 00:00:00+05:30,553.9269475116879,557.6360241431564,545.8513553149543,549.5135498046875,2843587,0.0,0.0
2020-02-20 00:00:00+05:30,550.2646127685531,559.8895484014502,545.2878282453859,548.7152099609375,1802988,0.0,0.0
