Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-05-15 00:00:00+05:30,24694.44921875,25116.25,24494.44921875,25062.099609375,500800,0.0,0.0
2025-05-16 00:00:00+05:30,25064.650390625,25070.0,24953.05078125,25019.80078125,432700,0.0,0.0
2025-05-19 00:00:00+05:30,25005.349609375,25062.94921875,24916.650390625,24945.44921875,255300,0.0,0.0
2025-05-20 00:00:00+05:30,24996.19921875,25010.349609375,24669.69921875,24683.900390625,414800,0.0,0.0
2025-05-21 00:00:00+05:30,24744.25,24946.19921875,24685.349609375,24813.44921875,332700,0.0,0.0
2025-05-22 00:00:00+05:30,24733.94921875,24737.5,24462.400390625,24609.69921875,403300,0.0,0.0
2025-05-23 00:00:00+05:30,24639.5,24909.05078125,24614.05078125,24853.150390625,270500,0.0,0.0
2025-05-26 00:00:00+05:30,24919.349609375,25079.19921875,24900.5,25001.150390625,302800,0.0,0.0
2025-05-27 00:00:00+05:30,24956.650390625,25062.900390625,24704.099609375,24826.19921875,525700,0.0,0.0
2025-05-28 00:00:00+05:30,24832.5,24864.25,24737.05078125,24752.44921875,684400,0.0,0.0
2025-05-29 00:00:00+05:30,24825.099609375,24892.599609375,24677.30078125,24833.599609375,345400,0.0,0.0
2025-05-30 00:00:00+05:30,24812.599609375,24863.94921875,24717.400390625,24750.69921875,853900,0.0,0.0
2025-06-02 00:00:00+05:30,24669.69921875,24754.400390625,24526.150390625,24716.599609375,311100,0.0,0.0
2025-06-03 00:00:00+05:30,24786.30078125,24845.099609375,24502.150390625,24542.5,349300,0.0,0.0
2025-06-04 00:00:00+05:30,24560.44921875,24644.25,24530.44921875,24620.19921875,280900,0.0,0.0
2025-06-05 00:00:00+05:30,24691.19921875,24899.849609375,24613.099609375,24750.900390625,388400,0.0,0.0
2025-06-06 00:00:00+05:30,24748.69921875,25029.5,24671.44921875,25003.05078125,335600,0.0,0.0
2025-06-09 00:00:00+05:30,25160.099609375,25160.099609375,25077.150390625,25103.19921875,279200,0.0,0.0
2025-06-10 00:00:00+05:30,25196.05078125,25199.30078125,25055.44921875,25104.25,307300,0.0,0.0
2025-06-11 00:00:00+05:30,25134.150390625,25222.400390625,25081.30078125,25141.400390625,301200,0.0,0.0
